"Prebivalstvo po: STAROST, SPOL , POLLETJE"

"0 let"
" ";"Moški"
" ";" ";"2012H2";15013
" ";" ";"2013H2";14743
" ";" ";"2014H2";13839
" ";" ";"2015H2";14110
" ";"Ženske"
" ";" ";"2010H2";14485
" ";" ";"2011H2";13928
" ";" ";"2012H2";13583
" ";" ";"2013H2";13568
" ";" ";"2014H2";12725
" ";" ";"2015H2";13051
"29 let"
" ";"Moški"
" ";" ";"2010H2";16471
" ";" ";"2011H2";16097
" ";" ";"2012H2";15238
" ";" ";"2013H2";15011
" ";" ";"2014H2";14722
" ";" ";"2015H2";13809
" ";"Ženske"
" ";" ";"2010H2";14954
" ";" ";"2011H2";14508
" ";" ";"2012H2";13939
" ";" ";"2013H2";13606
" ";" ";"2014H2";13567
" ";" ";"2015H2";12684
"30 let"
" ";"Moški"
" ";" ";"2010H2";16734
" ";" ";"2011H2";16398
" ";" ";"2012H2";16069
" ";" ";"2013H2";15269
" ";" ";"2014H2";14981
" ";" ";"2015H2";14674
" ";"Ženske"
" ";" ";"2010H2";14927
" ";" ";"2011H2";14991
" ";" ";"2012H2";14532
" ";" ";"2013H2";13966
" ";" ";"2014H2";13570
" ";" ";"2015H2";13551
"31 let"
" ";"Moški"
" ";" ";"2010H2";16868
" ";" ";"2011H2";16663
" ";" ";"2012H2";16369
" ";" ";"2013H2";16078
" ";" ";"2014H2";15197
" ";" ";"2015H2";14931
" ";"Ženske"
" ";" ";"2010H2";15174
" ";" ";"2011H2";14961
" ";" ";"2012H2";14992
" ";" ";"2013H2";14516
" ";" ";"2014H2";13947
" ";" ";"2015H2";13562
"32 let"
" ";"Moški"
" ";" ";"2010H2";16662
" ";" ";"2011H2";16788
" ";" ";"2012H2";16662
" ";" ";"2013H2";16393
" ";" ";"2014H2";16073
" ";" ";"2015H2";15242
" ";"Ženske"
" ";" ";"2010H2";14676
" ";" ";"2011H2";15173
" ";" ";"2012H2";14981
" ";" ";"2013H2";14973
" ";" ";"2014H2";14473
" ";" ";"2015H2";13918
"33 let"
" ";"Moški"
" ";" ";"2010H2";16471
" ";" ";"2011H2";16613
" ";" ";"2012H2";16774
" ";" ";"2013H2";16673
" ";" ";"2014H2";16341
" ";" ";"2015H2";16034
" ";"Ženske"
" ";" ";"2010H2";15050
" ";" ";"2011H2";14684
" ";" ";"2012H2";15186
" ";" ";"2013H2";14935
" ";" ";"2014H2";14940
" ";" ";"2015H2";14444
"34 let"
" ";"Moški"
" ";" ";"2010H2";16518
" ";" ";"2011H2";16426
" ";" ";"2012H2";16607
" ";" ";"2013H2";16780
" ";" ";"2014H2";16661
" ";" ";"2015H2";16293
" ";"Ženske"
" ";" ";"2010H2";15211
" ";" ";"2011H2";15068
" ";" ";"2012H2";14709
" ";" ";"2013H2";15145
" ";" ";"2014H2";14910
" ";" ";"2015H2";14918
"35 let"
" ";"Moški"
" ";" ";"2010H2";15949
" ";" ";"2011H2";16475
" ";" ";"2012H2";16391
" ";" ";"2013H2";16603
" ";" ";"2014H2";16733
" ";" ";"2015H2";16636
" ";"Ženske"
" ";" ";"2010H2";14539
" ";" ";"2011H2";15213
" ";" ";"2012H2";15076
" ";" ";"2013H2";14663
" ";" ";"2014H2";15129
" ";" ";"2015H2";14897
"36 let"
" ";"Moški"
" ";" ";"2010H2";15788
" ";" ";"2011H2";15893
" ";" ";"2012H2";16446
" ";" ";"2013H2";16390
" ";" ";"2014H2";16566
" ";" ";"2015H2";16722
" ";"Ženske"
" ";" ";"2010H2";14215
" ";" ";"2011H2";14537
" ";" ";"2012H2";15232
" ";" ";"2013H2";15031
" ";" ";"2014H2";14637
" ";" ";"2015H2";15113
"37 let"
" ";"Moški"
" ";" ";"2010H2";15934
" ";" ";"2011H2";15718
" ";" ";"2012H2";15874
" ";" ";"2013H2";16446
" ";" ";"2014H2";16358
" ";" ";"2015H2";16559
" ";"Ženske"
" ";" ";"2010H2";14429
" ";" ";"2011H2";14242
" ";" ";"2012H2";14529
" ";" ";"2013H2";15203
" ";" ";"2014H2";15005
" ";" ";"2015H2";14624
"38 let"
" ";"Moški"
" ";" ";"2010H2";15702
" ";" ";"2011H2";15874
" ";" ";"2012H2";15706
" ";" ";"2013H2";15850
" ";" ";"2014H2";16414
" ";" ";"2015H2";16320
" ";"Ženske"
" ";" ";"2010H2";14346
" ";" ";"2011H2";14450
" ";" ";"2012H2";14230
" ";" ";"2013H2";14493
" ";" ";"2014H2";15190
" ";" ";"2015H2";15025
"39 let"
" ";"Moški"
" ";" ";"2010H2";14737
" ";" ";"2011H2";15643
" ";" ";"2012H2";15847
" ";" ";"2013H2";15701
" ";" ";"2014H2";15832
" ";" ";"2015H2";16390
" ";"Ženske"
" ";" ";"2010H2";13708
" ";" ";"2011H2";14358
" ";" ";"2012H2";14450
" ";" ";"2013H2";14207
" ";" ";"2014H2";14465
" ";" ";"2015H2";15203
"40 let"
" ";"Moški"
" ";" ";"2010H2";15069
" ";" ";"2011H2";14675
